title,artist,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Loneliness - radio edit,Pet Shop Boys,0.632,0.932,9,-5.118,0.0363,0.00329,0.000753,0.083,0.704,125.975
Set You Free,"Pink Panda, Benny Benassi, Alle Farben, Dave Warren",0.537,0.977,8,-3.641,0.119,0.0363,0.00581,0.186,0.242,140.016
Rest Of My Life,"Jonas Blue, Sam Feldt, Endless Summer, Sadie Rose Van",0.617,0.941,5,-4.845,0.0753,0.065,0.0113,0.108,0.447,132.983
Die For Me,"Jonasu, Norma Jean Martine",0.699,0.621,2,-4.934,0.048,0.0802,8.71e-06,0.0911,0.372,144.987
Dominos,"D.O.D, Hannah Boleyn",0.592,0.959,2,-2.603,0.0391,0.00497,0.000101,0.0452,0.318,132.029
Lie To Me (feat. KIDDO),"Jubël, KIDDO",0.718,0.78,11,-6.107,0.0627,0.157,1.16e-05,0.243,0.582,112.051
ART,Tyla,0.716,0.587,1,-5.52,0.0554,0.0853,1.8e-05,0.108,0.714,116.228
Like That,"Future, Metro Boomin, Kendrick Lamar",0.814,0.676,11,-4.67,0.231,0.00709,1.28e-05,0.119,0.312,162.012
The Quest,Mac Miller,0.764,0.625,6,-10.485,0.0376,0.821,2.68e-05,0.205,0.476,125.947
supernatural (with Troye Sivan),"Ariana Grande, Troye Sivan",0.576,0.732,8,-6.293,0.0648,0.0467,0.0,0.11,0.448,152.996
Universe,Rosa Linn,0.603,0.388,1,-5.74,0.0293,0.204,0.000298,0.156,0.0944,123.887
BAD BLOOD,Theresa Rex,0.762,0.682,5,-5.339,0.0636,0.06,1.6e-05,0.0912,0.822,139.98
Off With Her Tits,Allie X,0.717,0.814,8,-4.049,0.0341,0.0054,0.00791,0.258,0.739,126.013
Scared To Start,Michael Marcagi,0.527,0.551,7,-11.258,0.0345,0.384,2.75e-06,0.403,0.443,148.035
What's Love (feat. MUNA),"Empress Of, MUNA",0.475,0.725,4,-7.095,0.0875,0.178,0.00617,0.683,0.0731,129.931
Für immer Frühling,SOFFIE,0.664,0.589,0,-8.177,0.0394,0.264,0.0,0.619,0.646,140.016
Heard It All,Iggi Kelly,0.555,0.729,0,-3.061,0.0594,0.162,0.0,0.348,0.593,169.832
Nothing Matters,The Last Dinner Party,0.576,0.796,2,-5.1,0.0375,0.0219,0.000151,0.11,0.589,101.093
Again (feat. XXXTENTACION),"Noah Cyrus, XXXTENTACION",0.664,0.738,9,-4.095,0.0338,0.188,5.75e-05,0.135,0.203,119.973
Drown,Justin Timberlake,0.606,0.58,9,-5.337,0.0389,0.382,2.37e-06,0.665,0.34,136.989
Make You Mine,Madison Beer,0.533,0.642,6,-6.315,0.0403,0.221,0.00697,0.238,0.488,123.128
Soaked,Shy Smith,0.9,0.67,1,-7.49,0.079,0.0533,0.0,0.0629,0.84,109.001
Head Up,"Cheat Codes, Birdy",0.597,0.857,1,-3.597,0.179,0.0411,3.07e-06,0.093,0.133,124.072
Take A Moment,"ATB, David Frank",0.695,0.769,9,-6.139,0.057,0.00572,1.55e-06,0.121,0.5,128.007
Real Love,"Jess Bays, Kelli-Leigh",0.627,0.939,5,-3.556,0.102,0.00204,0.000687,0.324,0.577,126.968
Never Be Alone,"Becky Hill, Sonny Fodera",0.613,0.95,0,-3.56,0.0462,0.0169,5.06e-06,0.463,0.437,126.986
Shooting Star,Jazzy,0.764,0.799,9,-6.186,0.0352,0.128,1.23e-05,0.0686,0.873,129.978
Sweatpants,Paloma Faith,0.402,0.822,4,-3.222,0.0562,0.00135,4.89e-06,0.0741,0.127,167.968
Like This,Jazeek,0.798,0.492,9,-6.07,0.0669,0.106,0.175,0.0901,0.68,110.022
Liebe ist ein Dieb,Kontra K,0.682,0.647,11,-5.464,0.128,0.0472,0.0,0.112,0.387,139.706
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",0.574,0.567,7,-7.126,0.465,0.164,0.0,0.258,0.526,75.965
Another Vibe (feat. Omah Lay),"Luciano, Omah Lay",0.563,0.56,6,-9.038,0.395,0.204,4.05e-06,0.186,0.302,69.232
sonnenbank.mp3,YAKARY,0.794,0.668,8,-6.175,0.198,0.165,0.0,0.153,0.653,114.02
Deeper Well,Kacey Musgraves,0.453,0.531,0,-7.88,0.028,0.459,0.0,0.178,0.347,110.114
Lieb mich,AYLIVA,0.614,0.732,7,-5.451,0.0555,0.291,0.0,0.126,0.133,94.94
Always on the run - Eurovision 2024 - Germany,ISAAK,0.656,0.764,10,-4.332,0.0623,0.114,0.0,0.22,0.5,109.975
A Place In Your Heart,GABRIELLE,0.655,0.661,4,-5.249,0.0279,0.0109,0.0,0.158,0.395,133.032
Lan,Zeynep Bastık,0.406,0.622,3,-7.647,0.0648,0.497,1.35e-05,0.309,0.567,204.028
life gets hard,iilliaa,0.838,0.65,9,-8.951,0.121,0.35,0.116,0.0946,0.193,121.934
Standing Next to You,Jung Kook,0.711,0.809,2,-4.389,0.0955,0.0447,0.0,0.339,0.816,106.017
I'm Just Ken - Purple Disco Machine Remix,"Ryan Gosling, Mark Ronson, Purple Disco Machine",0.655,0.858,11,-5.66,0.0298,0.000401,0.119,0.339,0.825,126.004
Mess It Up - Purple Disco Machine Remix,"The Rolling Stones, Purple Disco Machine",0.674,0.843,11,-4.324,0.0666,0.00133,7.01e-05,0.107,0.768,123.049
mr useless,"Shygirl, SG Lewis, Club Shy",0.697,0.943,7,-4.152,0.0402,0.00177,0.00738,0.214,0.502,131.997
leavemealone,"Fred again.., Baby Keem",0.68,0.881,0,-4.503,0.0553,0.00499,0.0253,0.574,0.105,174.062
No Strings,X Ambassadors,0.572,0.78,6,-7.488,0.0517,0.12,0.00547,0.0929,0.526,104.015
redrum,21 Savage,0.625,0.733,2,-8.757,0.0488,0.00598,0.000983,0.375,0.244,172.09
Saturn,SZA,0.411,0.619,1,-6.834,0.0368,0.62,0.0,0.11,0.337,177.937
Niederlande,"Tua, Tarek K.I.Z",0.671,0.547,2,-9.081,0.0441,0.55,0.0,0.536,0.566,83.033
Someone Else,Kenya Grace,0.668,0.551,2,-9.749,0.074,0.426,0.00593,0.144,0.292,160.034
Toro,Remi Wolf,0.679,0.669,1,-4.469,0.063,0.0176,2.11e-06,0.0679,0.933,108.98
Touching The Sky,Rauw Alejandro,0.775,0.783,5,-3.509,0.0748,0.0413,1.4e-05,0.348,0.624,128.028
Treat Each Other Right,Jamie xx,0.727,0.75,6,-7.245,0.0382,0.0745,0.236,0.57,0.235,130.006
Turn The Card Slowly,Gossip,0.685,0.685,2,-3.77,0.0306,0.586,0.0141,0.206,0.645,123.957
umorismo italiano,Michele Bravi,0.763,0.72,11,-6.141,0.0882,0.104,8.61e-05,0.102,0.5,114.035
"und du suchst noch überall, alles was mal von mir war",Zartmann,0.741,0.762,1,-6.623,0.0605,0.31,0.00325,0.185,0.37,112.995
Under The Sun (with Alok),"Ella Henderson, Switch Disco, Alok",0.618,0.964,6,-3.305,0.159,0.0281,2.59e-06,0.139,0.577,137.983
Verwandtschaftstreffen,RIAN,0.951,0.634,5,-7.718,0.0638,0.527,0.0,0.0981,0.957,133.994
the village - mtf version,Wrabel,0.601,0.377,8,-7.403,0.0349,0.906,0.0,0.169,0.318,124.046
Volume,Caribou,0.796,0.816,10,-7.212,0.0445,0.000795,0.918,0.109,0.68,120.008
waste of space,Saro,0.715,0.557,8,-8.267,0.0269,0.416,0.849,0.144,0.366,120.017
We Still Don't Trust You,"Future, Metro Boomin, The Weeknd",0.717,0.586,0,-6.15,0.0273,0.0314,0.26,0.426,0.429,109.993
WET DREAM,Adam Lambert,0.727,0.972,10,-3.331,0.0496,0.000719,0.109,0.0977,0.928,127.009
What You Won't Do for Love,Gus Dapperton,0.68,0.684,8,-7.22,0.0522,0.063,0.000192,0.16,0.697,81.98
While U Can,Omar Apollo,0.259,0.183,1,-11.879,0.036,0.74,0.0417,0.0977,0.135,170.95
Who Did You Touch?,Montell Fish,0.503,0.66,4,-8.956,0.0524,0.74,0.00225,0.164,0.123,119.968
Who Loves The Sun feat. Jo.Ke - Edit,"Nu, Jo.Ke",0.988,0.644,10,-10.245,0.072,0.118,0.462,0.244,0.499,120.003
You Lucky One,Villagers,0.68,0.628,6,-8.554,0.0252,0.56,0.00186,0.208,0.782,108.042
Here To Dance,The Veronicas,0.76,0.838,4,-5.263,0.0375,0.0172,2.57e-05,0.0988,0.946,124.049
Colors of the Wind,"Tokio Hotel, Disney",0.608,0.785,6,-4.657,0.0334,0.00127,0.0,0.254,0.583,94.959
Heavy Is the Crown,Linkin Park,0.571,0.928,4,-3.725,0.0453,0.00932,0.0,0.297,0.489,127.939
Alone,The Cure,0.46,0.882,9,-5.066,0.0292,2.73e-05,0.214,0.334,0.136,100.042
Kinder können fies sein,Jassin,0.67,0.711,8,-6.043,0.138,0.37,0.0,0.224,0.269,129.813
Phantasie,"LEA, Lune",0.715,0.679,0,-6.864,0.359,0.114,5.07e-05,0.344,0.44,148.826
Eurostar,Nemo,0.463,0.919,7,-4.502,0.108,0.0609,0.0,0.401,0.088,165.984
Man on a Boat,Lady Blackbird,0.47,0.199,0,-14.69,0.0433,0.818,6.48e-06,0.109,0.309,120.554
Grau,"Apsilon, Paula Hartmann",0.732,0.483,8,-7.924,0.278,0.412,1.19e-05,0.169,0.53,138.062
Koffer,Apsilon,0.708,0.24,4,-14.301,0.0404,0.968,0.000216,0.0685,0.284,112.06
noch nie (wie jetzt),siovo,0.554,0.592,11,-5.99,0.038,0.349,6.14e-05,0.105,0.204,80.184
2 Times,"Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend",0.772,0.951,9,-3.375,0.271,0.0634,0.000738,0.036,0.4,74.973
Love Somebody,Morgan Wallen,0.619,0.843,5,-5.348,0.0284,0.00948,0.000118,0.164,0.746,122.064
Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",0.56,0.681,6,-6.304,0.244,0.103,0.0,0.106,0.388,155.079
delulu,NESYA,0.6,0.856,1,-4.863,0.0374,0.00022,0.0,0.28,0.423,96.016
Messy,Lola Young,0.798,0.562,9,-5.913,0.0375,0.11,0.00606,0.122,0.647,110.991
WZF?! 2.4,"Das Lumpenpack, Alligatoah",0.628,0.862,11,-6.434,0.103,0.0765,0.0,0.177,0.659,75.001
BELOHNEN,"Ski Aggu, Bausa, FILLY, BUNT.",0.758,0.941,10,-5.216,0.27,0.151,0.00223,0.503,0.843,149.922
ICH GEH MIT MIR,LORI,0.543,0.221,0,-9.936,0.0524,0.902,0.0,0.111,0.517,88.494
DISCO (FT. TOMMY GENESIS),"Nessa Barrett, Tommy Genesis",0.622,0.734,7,-6.404,0.132,0.243,1.79e-05,0.114,0.232,99.104
Bauch Beine Po,Marti Fischer,0.674,0.849,9,-3.757,0.0607,0.243,0.0,0.134,0.905,178.051
My Fist High,ÄTNA,0.385,0.672,4,-5.358,0.0368,0.0106,0.000231,0.144,0.144,81.223
HEIMWEG,Berq,0.437,0.215,9,-10.847,0.0304,0.808,8.93e-05,0.0955,0.116,76.148
(Isn’t It) Obvious,Alessia Cara,0.685,0.69,2,-7.594,0.0497,0.00302,0.0317,0.0522,0.529,171.966
I Go Dance,Kiesza,0.717,0.873,2,-5.415,0.0361,0.00346,0.392,0.0827,0.708,123.964
"Patadas de Ahogado / LATÍN MAFIA, HUMBE - Rework",HUGEL,0.706,0.629,1,-11.408,0.0444,0.159,0.34,0.0951,0.471,123.044
Europapa,Joost,0.706,0.94,11,-4.969,0.168,0.173,0.000349,0.228,0.479,160.068
It's Not Right But It's Okay,Mr. Belt & Wezol,0.755,0.86,5,-4.811,0.0523,0.0144,7.47e-06,0.344,0.618,128.004
Electricity,"FAST BOY, R3HAB",0.573,0.749,9,-4.949,0.0647,0.0172,0.0,0.797,0.46,131.099
Saturnine,"Justice, Miguel",0.435,0.324,5,-9.937,0.306,0.00591,0.0,0.574,0.653,190.481
ALL WE GOT,Ray Dalton,0.699,0.88,6,-3.347,0.0476,0.117,0.0,0.149,0.709,116.051
No Angels,Justin Timberlake,0.847,0.653,10,-5.776,0.0415,0.137,0.00145,0.0916,0.645,111.983
Best For Me,"Joyner Lucas, Jelly Roll",0.733,0.583,1,-9.589,0.301,0.0891,0.0,0.138,0.282,147.921
Positive Vibes,error,0.727,0.74,6,-6.147,0.272,0.166,0.00561,0.343,0.36,99.901
clouds,JVKE,0.641,0.905,11,-3.694,0.0334,0.435,0.0491,0.185,0.875,94.874
Human - Single Version,Lenny Kravitz,0.694,0.9,11,-4.547,0.0277,0.000284,0.0,0.0735,0.849,119.947
Oh No :: He Said What?,Nothing But Thieves,0.653,0.917,4,-3.511,0.0446,0.0052,0.000383,0.413,0.787,120.547
4:30,Philipp Dittberner,0.782,0.839,1,-4.069,0.153,0.0964,6.44e-06,0.447,0.916,159.996
gebrochenes Glas,"Paula Hartmann, Domiziana, verifiziert",0.736,0.578,10,-7.022,0.0864,0.0574,0.000423,0.154,0.44,134.896
lock / unlock (with benny blanco & Nile Rodgers),"j-hope, Nile Rodgers, benny blanco",0.706,0.765,6,-5.608,0.0338,0.0142,0.00109,0.0883,0.725,116.005
Sorry,GABRIELLE,0.6,0.379,4,-8.911,0.0283,0.03,1.08e-06,0.111,0.209,137.921
Feel It - From The Original Series “Invincible”,d4vd,0.565,0.593,8,-5.864,0.0883,0.0288,0.0,0.215,0.429,120.509
JOLENE,Beyoncé,0.567,0.812,11,-5.434,0.164,0.532,0.0,0.73,0.853,106.179
Whatever She Wants,Bryson Tiller,0.803,0.512,9,-6.871,0.066,0.128,0.0,0.0928,0.435,96.02
NEURON (with Gaeko & YOON MIRAE),"j-hope, Gaeko, YOON MIRAE",0.669,0.9,7,-4.207,0.253,0.0812,0.0,0.227,0.699,93.902
Stealin' Love,Leigh-Anne,0.536,0.55,0,-7.426,0.109,0.515,3.86e-06,0.209,0.716,65.64
Addicted,"Zerb, The Chainsmokers, Ink",0.771,0.741,5,-7.132,0.0374,0.0245,0.000163,0.111,0.19,120.064
Higher Ground (feat. Roosevelt),"Purple Disco Machine, Roosevelt",0.758,0.848,1,-5.383,0.0316,0.0166,0.0176,0.35,0.659,121.97
Better Late Than Never,LION BABE,0.745,0.586,0,-7.821,0.0516,0.0273,0.000186,0.111,0.724,119.993
So egal,"Stevio, Glasperlenspiel, Basti Stein",0.655,0.96,7,-6.037,0.13,0.0429,7.59e-06,0.12,0.505,141.909
Wir froren nie,"Tua, Wanja Janeva",0.689,0.543,7,-8.684,0.191,0.81,0.0,0.111,0.406,119.647
Nice Town - Original,"Metronomy, Pan Amsterdam",0.805,0.766,8,-6.636,0.0571,0.0099,0.687,0.0606,0.818,121.982
Breaking Down - Edit,"GusGus, Högni, Earth",0.677,0.846,1,-6.955,0.029,0.0063,0.00888,0.0794,0.548,129.979
7 Mädchen,Paula Hartmann,0.743,0.405,1,-8.19,0.0507,0.162,0.139,0.0952,0.103,136.076
Nackt,BILLOTIN,0.733,0.782,10,-5.73,0.0525,0.102,0.0506,0.369,0.816,109.937
Himmel Leer,"SANTOS, Jazeek",0.643,0.65,10,-3.985,0.109,0.114,0.0,0.0992,0.393,170.076
Lose Control - Tiësto Remix,"Teddy Swims, Tiësto",0.565,0.932,3,-2.662,0.0756,0.0044,0.206,0.293,0.171,127.956
Alibi (feat. Rudimental) - The Other Girl Version,"Ella Henderson, Natasha Bedingfield, Rudimental",0.527,0.781,0,-3.135,0.036,0.156,2.19e-06,0.436,0.601,87.017
greedy - cassö remix,"Tate McRae, cassö",0.645,0.844,0,-5.392,0.0284,0.066,0.0012,0.242,0.673,132.097
All the Things She Said,"Robin Schulz, Timmy Trumpet, KOPPY",0.517,0.822,1,-5.842,0.152,0.00598,0.000681,0.421,0.263,150.041
Shadows Of The Night - GIGI DAG Mix,"Gigi D'Agostino, Boostedkids, GIGI DAG",0.756,0.913,7,-3.303,0.0351,0.125,0.000501,0.14,0.452,134.046
Wegen Dir,"Bausa, JBS, FRIO",0.589,0.768,7,-5.332,0.0985,0.187,5.11e-06,0.194,0.567,159.809
I LUV IT (feat. Playboi Carti),"Camila Cabello, Playboi Carti",0.618,0.793,5,-5.794,0.0506,0.0103,0.00463,0.235,0.198,75.524
Magnetic,ILLIT,0.797,0.668,6,-5.819,0.0687,0.257,0.0,0.0876,0.69,131.067
Lifeline,Tom Walker,0.406,0.378,7,-7.993,0.0431,0.746,0.0,0.109,0.387,134.63
Careful What You Wish For (the doctor said to),Jack Harris,0.836,0.566,11,-9.718,0.0869,0.0475,0.00091,0.164,0.504,129.929
Changes,Empire Of The Sun,0.587,0.897,9,-4.454,0.0515,0.00504,5.41e-06,0.235,0.699,126.0
B2b,Charli xcx,0.769,0.771,1,-3.12,0.0436,0.000783,0.671,0.0537,0.37,116.027
Explode,"Tiësto, MOGUAI",0.679,0.913,3,-5.278,0.0472,0.0146,0.0877,0.0638,0.308,127.989
Stay Another Night,"Cheat Codes, Regard",0.692,0.873,0,-6.094,0.0665,0.0134,3.37e-06,0.0495,0.293,123.937
Kids,New Kids On The Block,0.668,0.628,5,-7.616,0.136,0.0388,0.0,0.169,0.53,169.97
Torn,"Magic Phase, Tabba, ReMan",0.699,0.82,5,-4.427,0.079,0.0263,0.0,0.106,0.515,120.162
Sun Is Shining,D.O.D,0.57,0.962,6,-4.879,0.0734,0.00619,0.00298,0.0476,0.284,131.953
Lighter,"Galantis, David Guetta, 5 Seconds of Summer",0.674,0.799,6,-4.889,0.0368,0.133,0.0,0.0525,0.578,124.933
Run Back To You,"LAY, Lauv",0.925,0.594,10,-5.755,0.0454,0.0341,0.00232,0.107,0.885,117.993
Love On,Selena Gomez,0.751,0.519,0,-6.265,0.0372,0.202,1.15e-06,0.08,0.534,116.023
The Moves (feat. Muni Long & Nile Rodgers),"NEIKED, Muni Long, Nile Rodgers",0.726,0.845,2,-4.496,0.0343,0.0674,0.0049,0.311,0.933,104.004
Monster (with Alok),"A7S, Alok",0.6,0.944,11,-5.047,0.0415,0.00637,3.88e-05,0.212,0.124,134.984
Finally,"Jonas Blue, RANI",0.664,0.889,5,-3.869,0.0727,0.023,3.99e-06,0.381,0.471,125.992
Incognito,Justice,0.607,0.537,5,-10.852,0.366,0.0063,0.000743,0.128,0.274,123.0
Gata Only,"FloyyMenor, Cris Mj",0.791,0.499,8,-8.472,0.0509,0.446,2.41e-05,0.0899,0.669,99.986
Hide Away - Alan Walker Remix,"Daya, Alan Walker",0.869,0.605,2,-6.882,0.0938,0.0209,0.0245,0.0424,0.505,130.02
Couldn't Care Less (feat. Gia Koka),"ALTÉGO, Gia Koka",0.732,0.967,1,-4.738,0.0435,0.00486,0.000166,0.0847,0.957,142.009
These Walls,Dua Lipa,0.735,0.72,1,-5.069,0.0362,0.0456,5.71e-06,0.108,0.804,123.012
Drug worth doing,Lena,0.718,0.704,6,-5.792,0.0825,0.369,0.000156,0.119,0.359,75.999
Your Love - Diplo Remix,"The Outfield, Diplo",0.682,0.809,1,-5.508,0.0753,0.00219,0.284,0.159,0.499,127.968
That's the Way It Is,"Anastasia Rose, Marc Kiss",0.736,0.881,8,-4.462,0.0425,0.0094,5.61e-06,0.0816,0.222,124.015
One Night,Sia,0.598,0.832,7,-3.388,0.148,0.0365,0.000236,0.271,0.526,95.298
Mon amour - Meya Rework,Slimane,0.639,0.722,11,-9.446,0.056,0.148,0.358,0.0991,0.405,141.973
Lovers In A Past Life (with Rag'n'Bone Man) - LP Giobbi Remix,"Calvin Harris, Rag'n'Bone Man, LP Giobbi",0.694,0.756,7,-6.929,0.0637,0.0137,0.605,0.12,0.843,130.072
The Code - Felix Jaehn Remix,"Nemo, Felix Jaehn",0.675,0.806,5,-2.889,0.0557,0.0428,0.000531,0.138,0.333,150.045
Toast 🍸,"Peter Fox, reezy",0.9,0.762,0,-6.147,0.0558,0.121,0.00647,0.088,0.742,114.981
Risk,Gracie Abrams,0.727,0.491,3,-6.031,0.0592,0.498,0.0,0.133,0.471,113.027
Honey - Mura Masa Euphoria Remix,"Troye Sivan, Mura Masa",0.734,0.8,1,-6.168,0.0631,0.0609,0.0587,0.138,0.449,120.004
Forever,Loreen,0.5,0.907,2,-4.251,0.0824,0.138,1.91e-05,0.14,0.159,144.83
Smalltown Boy,Don Diablo,0.722,0.95,0,-4.243,0.0409,0.0492,0.0356,0.0894,0.0415,129.962
Without You,"Felix Jaehn, Jasmine Thompson",0.619,0.63,10,-6.715,0.0467,0.139,3.72e-05,0.142,0.138,119.956
nimm mit,"Paula Hartmann, makko",0.757,0.498,7,-10.227,0.245,0.138,4.94e-05,0.216,0.553,135.911
Unwritten - Feel The Rain,"Shirli, Natasha Bedingfield",0.646,0.94,10,-5.315,0.0685,0.00042,2.39e-05,0.159,0.365,138.801
Waiting For Tonight,"FISHER, Jennifer Lopez",0.714,0.833,10,-4.543,0.039,0.00683,0.473,0.0579,0.641,128.989
No Drama,Sick Individuals,0.682,0.888,8,-4.316,0.0806,0.0691,0.0163,0.382,0.679,123.041
Sky (Shining Bright),KC Lights,0.64,0.806,9,-7.603,0.0628,0.0997,0.079,0.103,0.67,124.948
Karma,JoJo Siwa,0.682,0.703,7,-4.722,0.0508,0.0716,0.0,0.0746,0.342,117.823
I Had A Heart,Sia,0.474,0.744,0,-2.792,0.0862,0.111,0.00105,0.315,0.513,173.825
Whatcha Doing,Dua Lipa,0.701,0.804,5,-3.677,0.0585,0.0168,0.0,0.124,0.744,104.997
Too Much Of A Good Thing,NIKI,0.628,0.567,9,-8.67,0.27,0.445,0.0,0.149,0.663,79.925
Moonlight,"Ian Asher, SB19, Terry Zhong",0.704,0.81,6,-4.446,0.062,0.00599,3.86e-06,0.0976,0.844,124.981
NINA,Nina Chuba,0.799,0.76,9,-5.92,0.0674,0.0492,0.0,0.166,0.582,132.958
Si no no,Danny Ocean,0.65,0.817,6,-5.17,0.116,0.0841,0.0,0.108,0.141,114.11
Santa,"Rvssian, Rauw Alejandro, Ayra Starr",0.725,0.709,3,-5.017,0.129,0.321,0.000189,0.114,0.648,99.993
Animal,"R3HAB, Jason Derulo",0.738,0.858,6,-4.323,0.0653,0.115,0.0,0.0641,0.603,124.997
PROVENZA - Sistek Remix,"Sistek, KAROL G",0.66,0.855,5,-5.643,0.0421,0.104,0.376,0.135,0.259,121.941
Mountains,"Jonas Blue, Galantis, Zoe Wees",0.613,0.869,11,-4.678,0.0353,0.181,7.14e-06,0.12,0.518,126.102
TONIGHT (Bad Boys: Ride Or Die) (feat. Becky G),"Black Eyed Peas, El Alfa, Becky G",0.795,0.694,11,-6.613,0.0752,0.0916,0.00164,0.149,0.645,120.1
Forever Young (feat. Jaimes),"GAMPER & DADONI, Jaimes",0.633,0.653,11,-7.819,0.0884,0.00233,0.0,0.394,0.572,124.002
Summertime Sadness,"KALUMA, Chris van Dutch",0.666,0.749,1,-6.119,0.104,0.386,0.000348,0.158,0.323,150.122
Seek Love (On The Beach),"Alok, Tazi, Samuele Sartini, Amanda Wilson, YORK",0.616,0.774,6,-5.002,0.148,0.0625,4.46e-05,0.203,0.339,137.968
HE KNOWS (feat. Lil Nas X),"Camila Cabello, Lil Nas X",0.739,0.682,10,-6.872,0.126,0.0786,3.88e-05,0.106,0.471,124.894
BOA,Megan Thee Stallion,0.896,0.74,0,-3.432,0.303,0.000444,0.0,0.11,0.807,147.027
Lose My Breath (Feat. Charlie Puth),"Stray Kids, Charlie Puth",0.818,0.707,5,-5.178,0.108,0.166,0.0,0.161,0.589,133.059
favorite,Isabel LaRosa,0.726,0.652,10,-5.328,0.0779,0.00323,0.003,0.0905,0.625,97.032
Universe - Galantis Remix,"Rosa Linn, Galantis",0.704,0.72,6,-6.019,0.0453,0.0512,0.000175,0.106,0.362,125.978
Dread,"LYOD, Alexis Troy",0.731,0.734,3,-7.069,0.0554,0.368,0.126,0.185,0.31,127.914
Ride Or Die,Aluna,0.692,0.785,10,-6.383,0.11,0.315,0.000435,0.167,0.394,132.015
Yo Volaré,"Juan Daniél, Marquess",0.818,0.784,11,-4.356,0.041,0.19,0.0,0.18,0.964,115.981
Eyes Closed (feat. J Balvin),"Imagine Dragons, J Balvin",0.607,0.686,10,-7.068,0.118,0.0675,0.000209,0.0707,0.542,173.899
In My Bones,"Lost Frequencies, David Kushner",0.657,0.773,6,-5.985,0.0391,0.0782,3.57e-05,0.25,0.324,128.013
For Life (feat. Nile Rodgers),"Kygo, Zak Abel, Nile Rodgers",0.571,0.791,1,-5.935,0.0741,0.0494,0.0,0.0612,0.585,122.085
Wonderful,Tones And I,0.538,0.412,7,-6.102,0.0292,0.891,2.72e-05,0.108,0.147,128.038
One Cry (feat. Rosa Linn),"Galantis, Rosa Linn",0.573,0.785,2,-3.825,0.0394,0.178,0.000104,0.341,0.392,124.948
Plastic Romance,HOME,0.745,0.729,1,-6.821,0.0413,0.0352,0.000859,0.0766,0.496,130.02
Dispose of Me,Omar Apollo,0.593,0.337,4,-10.228,0.0427,0.769,0.212,0.111,0.424,148.346
Lobster Telephone - Edit,Peggy Gou,0.714,0.809,6,-6.419,0.0339,0.00258,0.0495,0.0954,0.878,129.974
Music On The Radio,Empire Of The Sun,0.762,0.823,10,-2.994,0.0537,0.115,5.81e-05,0.135,0.822,115.962
Stardust,ZAYN,0.633,0.656,9,-6.484,0.0317,0.391,2.87e-05,0.122,0.652,120.009
Ma Bebe (feat. L.A.X),"Ardian Bujupi, L.A.X",0.78,0.537,6,-8.178,0.0769,0.136,0.0211,0.0939,0.594,76.729
How You Feel (Ft. Leven Kali),"ANOTR, Erik Bandt, Leven Kali",0.71,0.665,6,-7.103,0.0362,0.191,0.0111,0.1,0.487,127.997
Silenzio,Gianna Nannini,0.548,0.688,3,-6.763,0.0296,0.0192,0.0,0.133,0.415,103.053
glaubst du,Provinz,0.702,0.526,1,-7.886,0.105,0.00695,0.0,0.0494,0.661,136.938
NIGHTS LIKE THIS,The Kid LAROI,0.482,0.757,6,-4.586,0.0355,0.0137,0.0016,0.143,0.12,142.579
Si Ai,Tayna,0.727,0.544,1,-8.947,0.0537,0.417,1.35e-06,0.105,0.197,111.857
Geile Zeit,"PaulWetz, Juli",0.702,0.64,0,-4.246,0.0542,0.313,0.0,0.15,0.523,140.099
Home (from the Netflix Series 'Kaulitz & Kaulitz'),Tokio Hotel,0.746,0.659,0,-7.193,0.0346,0.0336,0.0,0.0845,0.648,113.023
Wake Up,Imagine Dragons,0.772,0.724,1,-3.965,0.0391,0.0115,0.000253,0.122,0.69,108.982
Somebody's Daughter,Pixie Lott,0.59,0.745,8,-5.917,0.0325,0.0122,0.0,0.0881,0.651,107.979
RA TA TA,Mahmood,0.875,0.607,9,-5.242,0.0772,0.403,0.000379,0.0829,0.675,106.95
Beautiful Reason,Michael Schulte,0.653,0.876,11,-3.05,0.0972,0.0531,0.0,0.13,0.626,148.041
Carry You Home,Alex Warren,0.525,0.66,10,-7.094,0.111,0.468,3.3e-06,0.128,0.458,123.787
Italian Horror,Kasabian,0.689,0.953,7,-3.473,0.0424,0.108,8.88e-06,0.132,0.98,138.024
(Can’t Get You) Off My Mind,"Tones And I, Young Franco, CHAII",0.783,0.801,2,-4.836,0.166,0.112,0.000404,0.0912,0.854,120.136
LUNA,"Feid, ATL Jacob",0.774,0.86,7,-2.888,0.13,0.131,0.0,0.116,0.446,100.019
El Merengue,"Marshmello, Manuel Turizo",0.777,0.774,8,-3.079,0.0553,0.0895,0.000401,0.0909,0.661,123.982
odio,Michele Bravi,0.581,0.572,0,-8.055,0.229,0.00658,8.35e-06,0.142,0.34,171.606
Drifting,Omar Apollo,0.799,0.582,11,-12.429,0.05,0.545,0.795,0.105,0.669,117.029
Creatures in Heaven,Glass Animals,0.513,0.687,2,-6.63,0.0611,0.47,0.0,0.293,0.409,160.052
